hospitalizacion_id,rut,nombre_completo,fecha_nacimiento,sexo,comuna,prevision,fecha_ingreso,fecha_egreso,motivo_egreso,medico_responsable,dias_estadia,numero_cama,servicio,tipo_cama,codigo_cie10,diagnostico,categoria_diagnostico,edad_ingreso,grupo_etario
3978,14.511.158-7,Matías Zapata,2004-06-17,M,Lota,FONASA,2025-07-25 03:29:01.011789,2025-08-11 03:29:01.011789,Alta voluntaria,María Patricia Araya Gatica,17.0,UCI-125,UCI,Básica,K92.1,Melena,Digestivo,21,15-29
3979,16.924.511-8,Mirna Zúñiga,1982-07-19,F,Navidad,ISAPRE,2025-08-27 05:12:15.011789,,En curso,Silvia Barraza Mellado,,TRA-563,Traumatología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,43,30-44
3980,7.510.894-K,Elba Martínez,1980-04-11,F,Cobquecura,NINGUNA,2026-02-10 01:07:38.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,TRA-490,Traumatología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,45,45-59
3981,5.321.404-5,Víctor Riveros,1985-10-11,M,Parral,FONASA,2025-11-21 08:52:22.011789,2025-11-30 08:52:22.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,9.0,TRA-353,Traumatología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,40,30-44
3982,6.812.865-K,Ricardo Moreno,1983-11-19,M,Laguna Blanca,ISAPRE,2025-09-21 00:56:53.011789,2025-09-28 00:56:53.011789,Alta médica,María Patricia Araya Gatica,7.0,CIR-390,Cirugía,Básica,I10.X,Hipertensión esencial primaria,Cardiovascular,41,30-44
3983,13.919.292-3,Desiderio Ramírez,1975-12-31,M,San Clemente,FONASA,2025-06-17 11:12:28.011789,2025-06-23 11:12:28.011789,Traslado,Yuliana Edith Acevedo Urra,6.0,UCI-123,UCI,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,49,45-59
3984,12.627.420-3,Ada Roa,1968-10-30,F,Treguaco,FONASA,2025-05-11 12:55:24.011789,2025-05-30 12:55:24.011789,Fallecimiento,Jessica Zapata,19.0,UCI-072,UCI,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,56,45-59
3985,18.702.809-4,Jessica Sepúlveda,1957-04-21,F,Calbuco,NINGUNA,2025-07-11 05:42:34.011789,2025-07-14 05:42:34.011789,Traslado,Juan Patricio Núñez Letelier,3.0,UCI-272,UCI,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,68,60-74
3986,19.460.268-5,Susana González,1951-08-12,F,Constitución,FONASA,2025-06-09 23:53:17.011789,2025-06-11 23:53:17.011789,Traslado,Pablo Vásquez Sáez,2.0,TRA-056,Traumatología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,73,60-74
3987,14.446.346-3,Angélica Muñoz,1960-03-27,F,Talagante,FONASA,2025-05-18 08:55:31.011789,,En curso,Mariana Evelyn Castro Saldaña,,UCI-099,UCI,Media,G40.9,"Epilepsia, no especificada",Neurológico,65,60-74
3988,18.353.664-8,Julián Ahumada,1987-07-26,M,Pemuco,ISAPRE,2025-08-31 22:27:15.011789,2025-09-10 22:27:15.011789,Alta médica,Isabel Espinosa,10.0,TRA-360,Traumatología,Media,K92.1,Melena,Digestivo,38,30-44
3989,8.070.916-1,José Caro,1940-05-09,M,Coihaique,ISAPRE,2025-08-19 13:55:14.011789,2025-09-05 13:55:14.011789,Alta voluntaria,Rodrigo Modesto Acevedo Villagra,17.0,CIR-270,Cirugía,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,85,75+
3990,24.398.947-7,Emilio Gaete,1991-12-09,M,Pichidegua,FONASA,2025-04-26 21:48:26.011789,2025-05-08 21:48:26.011789,Alta médica,Ignacia María Hernández Araya,12.0,TRA-139,Traumatología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,33,30-44
3991,18.520.494-4,Maximiliano Valenzuela,1985-08-06,M,Pitrufquén,FONASA,2025-08-05 21:24:20.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,NEU-548,Neurología,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,40,30-44
3992,15.851.641-1,Jessica Manríquez,1957-07-06,F,Casablanca,FONASA,2025-06-24 06:40:42.011789,2025-06-26 06:40:42.011789,Traslado,Isabel Espinosa,2.0,CAR-113,Cardiología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,68,60-74
3993,20.719.153-1,Rosa Méndez,1948-12-03,F,Las Condes,ISAPRE,2025-09-27 22:32:04.011789,2025-10-14 22:32:04.011789,Fallecimiento,Yuliana Edith Acevedo Urra,17.0,TRA-465,Traumatología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,76,75+
3994,10.506.837-9,Mateo Inostroza,1969-12-12,M,La Estrella,ISAPRE,2025-05-20 19:45:23.011789,2025-05-27 19:45:23.011789,Traslado,Yuliana Edith Acevedo Urra,7.0,UCI-381,UCI,Media,J18.9,"Neumonía, no especificada",Respiratorio,55,45-59
3995,14.269.315-1,Jocelyn Parra,1961-01-18,F,Natales,FONASA,2025-03-16 18:56:44.011789,2025-03-22 18:56:44.011789,Alta voluntaria,María Carrasco,6.0,UCI-143,UCI,Media,A09.9,Gastroenteritis infecciosa,Infectológico,64,60-74
3996,6.781.245-K,Soledad Toro,1971-08-22,F,El Monte,NINGUNA,2025-05-20 02:29:25.011789,2025-06-02 02:29:25.011789,Fallecimiento,David Palacios,13.0,CAR-285,Cardiología,Media,J18.9,"Neumonía, no especificada",Respiratorio,53,45-59
3997,16.582.079-7,José Gutiérrez,1969-04-03,M,Pedro Aguirre Cerda,FONASA,2025-06-17 18:23:01.011789,2025-06-20 18:23:01.011789,Alta voluntaria,Sofía Córdova,3.0,MED-396,Medicina Interna,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,56,45-59
3998,11.557.288-1,Marcia Pizarro,1989-11-04,F,General Lagos,NINGUNA,2025-05-28 08:35:07.011789,,En curso,Mariana Evelyn Castro Saldaña,,CAR-560,Cardiología,Básica,K92.1,Melena,Digestivo,35,30-44
3999,14.012.195-9,María Ceballos,2001-01-15,F,Peralillo,ISAPRE,2025-05-30 17:43:31.011789,2025-06-13 17:43:31.011789,Traslado,Isabel Espinosa,14.0,UCI-197,UCI,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,24,15-29
4000,10.079.272-9,Carlos Donoso,2002-08-07,M,Carahue,ISAPRE,2026-01-19 14:47:50.011789,2026-01-22 14:47:50.011789,Fallecimiento,Ángela Amanda Moya Sandoval,3.0,UCI-240,UCI,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,23,15-29
4001,20.235.574-9,Maite Valenzuela,1982-10-04,F,Huasco,ISAPRE,2025-10-25 11:48:13.011789,,En curso,María Patricia Araya Gatica,,CIR-362,Cirugía,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,43,30-44
4002,24.034.312-6,Mauricio Núñez,1986-04-11,M,Isla  De Pascua,ISAPRE,2025-07-15 05:25:36.011789,2025-07-19 05:25:36.011789,Alta médica,Juan Patricio Núñez Letelier,4.0,NEU-147,Neurología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,39,30-44
4003,8.206.250-5,Claudio Contreras,1944-05-04,M,Concepción,ISAPRE,2025-03-14 15:43:34.011789,2025-03-28 15:43:34.011789,Alta médica,Yuliana Edith Acevedo Urra,14.0,CAR-323,Cardiología,Básica,I10.X,Hipertensión esencial primaria,Cardiovascular,80,75+
4004,7.631.596-5,Juan Valdivia,1974-01-29,M,Taltal,NINGUNA,2026-02-09 13:24:33.011789,2026-02-23 13:24:33.011789,Alta médica,Jessica Zapata,14.0,CIR-003,Cirugía,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,52,45-59
4005,9.707.570-0,Jacqueline Salas,1952-09-24,F,Conchalí,ISAPRE,2025-10-24 09:20:57.011789,2025-10-31 09:20:57.011789,Alta médica,Josefa Espinoza Jara,7.0,NEU-508,Neurología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,73,60-74
4006,20.467.053-6,Rodrigo Bustos,1999-08-16,M,Chillán Viejo,FONASA,2025-06-16 06:40:20.011789,2025-06-17 06:40:20.011789,Alta voluntaria,George Pedro Álvarez Valenzuela,1.0,UCI-023,UCI,Básica,J18.9,"Neumonía, no especificada",Respiratorio,25,15-29
4007,16.091.846-2,Amaro Iturra,1971-09-25,M,Viña Del Mar,NINGUNA,2025-08-30 07:15:34.011789,,En curso,Mariana Evelyn Castro Saldaña,,CIR-345,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,53,45-59
4008,14.290.716-K,Flor Osses,1957-10-08,F,Río Ibáñez,NINGUNA,2025-07-14 02:52:03.011789,2025-07-20 02:52:03.011789,Fallecimiento,Isabel Espinosa,6.0,MED-148,Medicina Interna,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,67,60-74
4009,12.067.002-6,Carlos Osses,1997-09-16,M,Ovalle,NINGUNA,2025-06-11 20:36:27.011789,2025-06-12 20:36:27.011789,Alta voluntaria,Ángela Amanda Moya Sandoval,1.0,CAR-377,Cardiología,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,27,15-29
4010,10.627.806-7,Sandra Cofré,1989-04-12,F,Tiltil,NINGUNA,2025-12-19 02:33:07.011789,2026-01-05 02:33:07.011789,Fallecimiento,Pablo Vásquez Sáez,17.0,CIR-444,Cirugía,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,36,30-44
4011,21.753.777-0,Marcelo Véliz,1977-06-21,M,Renaico,NINGUNA,2025-07-12 22:04:36.011789,2025-07-13 22:04:36.011789,Alta voluntaria,Jessica Zapata,1.0,TRA-355,Traumatología,Media,E86.0,Deshidratación,Metabólico,48,45-59
4012,13.303.561-3,Jorge Villagrán,1986-04-18,M,Chillán,NINGUNA,2025-09-26 14:02:11.011789,2025-10-04 14:02:11.011789,Traslado,Jessica Zapata,8.0,UCI-055,UCI,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,39,30-44
4013,17.076.827-2,Olga Arancibia,1991-10-23,F,Curanilahue,ISAPRE,2025-08-24 06:15:38.011789,2025-09-04 06:15:38.011789,Fallecimiento,María Patricia Araya Gatica,11.0,CAR-371,Cardiología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,33,30-44
4014,17.977.211-6,Elsa Gutiérrez,1952-01-21,F,Villa Alegre,NINGUNA,2026-02-20 11:19:13.011789,2026-03-10 11:19:13.011789,Traslado,Silvia Barraza Mellado,18.0,UCI-551,UCI,Básica,I10.X,Hipertensión esencial primaria,Cardiovascular,74,60-74
4015,19.712.106-8,Gustavo Gamboa,1994-04-13,M,Navidad,ISAPRE,2025-03-02 18:31:37.011789,2025-03-08 18:31:37.011789,Alta médica,Constanza Reyes Toro,6.0,CIR-531,Cirugía,Básica,B34.9,"Infección viral, no especificada",Infectológico,30,30-44
4016,8.722.221-7,Carmen Palacios,1947-03-16,F,Punitaqui,NINGUNA,2025-10-14 07:15:38.011789,,En curso,Carlos Francisco Rodríguez Salinas,,NEU-374,Neurología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,78,75+
4017,13.264.996-0,Jorge Osorio,1991-12-02,M,Mariquina,NINGUNA,2026-01-22 14:10:06.011789,2026-02-04 14:10:06.011789,Alta médica,Ian José Orellana Cisternas,13.0,CIR-407,Cirugía,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,34,30-44
4018,11.412.367-6,Renato Sepúlveda,1959-06-21,M,Yungay,ISAPRE,2025-08-14 13:31:11.011789,2025-08-16 13:31:11.011789,Fallecimiento,Gladys Carrasco Aguilar,2.0,TRA-539,Traumatología,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,66,60-74
4019,16.351.485-0,Diego Venegas,1975-04-29,M,Santo Domingo,NINGUNA,2025-06-16 16:56:10.011789,2025-07-06 16:56:10.011789,Alta médica,Sofía Córdova,20.0,NEU-065,Neurología,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,50,45-59
4020,11.202.200-7,Thomas San Martín,1950-02-01,M,Laja,FONASA,2025-06-04 11:24:13.011789,2025-06-10 11:24:13.011789,Fallecimiento,Jessica Zapata,6.0,CIR-444,Cirugía,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,75,75+
4021,5.333.246-3,Lorena Arredondo,1978-03-03,F,Padre Las Casas,NINGUNA,2025-10-19 16:17:53.011789,2025-10-24 16:17:53.011789,Traslado,Josefa Espinoza Jara,5.0,MED-238,Medicina Interna,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,47,45-59
4022,7.804.858-1,Diego Pérez,1949-08-23,M,Máfil,FONASA,2025-03-18 21:12:28.011789,2025-03-26 21:12:28.011789,Alta voluntaria,Jessica Zapata,8.0,NEU-592,Neurología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,75,75+
4023,14.307.182-0,Héctor Salazar,2004-07-25,M,Buin,NINGUNA,2025-05-21 06:28:14.011789,2025-06-09 06:28:14.011789,Fallecimiento,Constanza Reyes Toro,19.0,UCI-448,UCI,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,20,15-29
4024,7.711.582-K,José Maldonado,1973-03-06,M,Quirihue,ISAPRE,2025-03-07 23:09:18.011789,2025-03-08 23:09:18.011789,Alta voluntaria,Josefa Espinoza Jara,1.0,MED-396,Medicina Interna,Básica,E86.0,Deshidratación,Metabólico,52,45-59
4025,6.329.006-8,Emilia Cortés,1975-06-12,F,Chanco,ISAPRE,2025-10-02 16:42:52.011789,2025-10-10 16:42:52.011789,Traslado,Pablo Vásquez Sáez,8.0,CAR-279,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,50,45-59
4026,17.471.653-6,Carla Quinteros,1943-09-06,F,Combarbalá,NINGUNA,2025-07-07 17:34:50.011789,,En curso,Carlos Francisco Rodríguez Salinas,,UCI-125,UCI,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,81,75+
4027,5.249.309-9,Karla Carrillo,1979-04-30,F,Paillaco,ISAPRE,2025-07-08 11:06:11.011789,2025-07-19 11:06:11.011789,Alta médica,Ángela Amanda Moya Sandoval,11.0,CIR-202,Cirugía,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,46,45-59
4028,23.226.497-7,Sergio Rojas,1971-12-29,M,Punta Arenas,FONASA,2025-09-06 03:11:39.011789,2025-09-08 03:11:39.011789,Alta médica,Jessica Zapata,2.0,MED-394,Medicina Interna,Básica,J18.9,"Neumonía, no especificada",Respiratorio,53,45-59
4029,9.051.546-2,Esteban Acevedo,1958-08-21,M,Chimbarongo,FONASA,2025-08-30 06:09:33.011789,2025-09-07 06:09:33.011789,Alta médica,Carlos Francisco Rodríguez Salinas,8.0,CAR-403,Cardiología,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,67,60-74
4030,9.605.128-K,Claudio Cid,1965-10-14,M,Quillón,NINGUNA,2025-09-04 15:45:42.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,CAR-048,Cardiología,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,59,45-59
4031,24.553.072-2,Martín Castillo,1940-07-20,M,Olivar,NINGUNA,2025-12-01 06:30:26.011789,2025-12-14 06:30:26.011789,Fallecimiento,David Palacios,13.0,TRA-016,Traumatología,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,85,75+
4032,6.536.058-6,Daniel Cuevas,2001-01-12,M,Panquehue,FONASA,2025-12-18 11:17:26.011789,2025-12-28 11:17:26.011789,Fallecimiento,Yuliana Edith Acevedo Urra,10.0,NEU-504,Neurología,Media,K92.1,Melena,Digestivo,24,15-29
4033,20.236.287-7,Luis López,1975-03-13,M,Iquique,ISAPRE,2025-03-02 10:22:34.011789,2025-03-10 10:22:34.011789,Alta voluntaria,David Palacios,8.0,CAR-311,Cardiología,Media,J18.9,"Neumonía, no especificada",Respiratorio,50,45-59
4034,24.856.947-6,Isaac Orellana,1964-06-07,M,San Fabián,ISAPRE,2025-06-10 18:52:49.011789,2025-06-11 18:52:49.011789,Alta médica,Mariana Evelyn Castro Saldaña,1.0,CAR-005,Cardiología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,61,60-74
4035,19.676.761-4,Pedro Cáceres,1955-09-19,M,Coltauco,FONASA,2025-09-17 05:07:34.011789,2025-10-04 05:07:34.011789,Traslado,Pablo Vásquez Sáez,17.0,CIR-236,Cirugía,Media,J18.9,"Neumonía, no especificada",Respiratorio,70,60-74
4036,13.155.347-1,Guillermo Hernández,2004-07-29,M,Lampa,NINGUNA,2025-06-27 09:59:17.011789,2025-07-05 09:59:17.011789,Fallecimiento,Gladys Carrasco Aguilar,8.0,TRA-056,Traumatología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,20,15-29
4037,21.959.341-4,José Opazo,1949-01-31,M,Santo Domingo,NINGUNA,2025-08-01 06:52:09.011789,2025-08-12 06:52:09.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,11.0,NEU-484,Neurología,Media,G40.9,"Epilepsia, no especificada",Neurológico,76,75+
4038,15.977.046-K,Matías Quispe,1961-12-16,M,Diego De Almagro,NINGUNA,2025-08-10 03:29:31.011789,2025-08-28 03:29:31.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,18.0,CAR-564,Cardiología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,63,60-74
4039,18.591.842-4,Catalina Canales,1945-07-23,F,Florida,ISAPRE,2025-08-03 00:25:51.011789,2025-08-06 00:25:51.011789,Alta voluntaria,Ignacia María Hernández Araya,3.0,CIR-347,Cirugía,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,80,75+
4040,20.401.417-5,Irma Carrillo,1957-02-23,F,Ancud,FONASA,2025-03-26 13:35:55.011789,2025-04-03 13:35:55.011789,Alta voluntaria,Ian José Orellana Cisternas,8.0,MED-491,Medicina Interna,Básica,I10.X,Hipertensión esencial primaria,Cardiovascular,68,60-74
4041,24.171.142-0,Armando Torres,1989-07-05,M,Antofagasta,ISAPRE,2026-01-16 20:25:06.011789,,En curso,Pablo Vásquez Sáez,,MED-238,Medicina Interna,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,36,30-44
4042,19.729.457-4,Luisa Maldonado,1940-09-23,F,Paine,FONASA,2025-05-20 18:24:40.011789,,En curso,Gladys Carrasco Aguilar,,MED-294,Medicina Interna,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,84,75+
4043,24.356.000-4,Domingo Urrutia,1979-03-10,M,Santa Cruz,NINGUNA,2025-12-13 02:31:35.011789,2025-12-26 02:31:35.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,13.0,UCI-267,UCI,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,46,45-59
4044,16.516.746-5,David Cisternas,1965-08-27,M,El Carmen,NINGUNA,2025-05-09 18:08:51.011789,2025-05-27 18:08:51.011789,Alta voluntaria,Juan Patricio Núñez Letelier,18.0,NEU-032,Neurología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,59,45-59
4045,9.718.151-9,Fabián Henríquez,1972-06-28,M,Cartagena,ISAPRE,2025-04-02 04:20:32.011789,2025-04-22 04:20:32.011789,Alta voluntaria,George Pedro Álvarez Valenzuela,20.0,NEU-105,Neurología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,52,45-59
4046,22.659.525-2,Juan Lagos,1998-07-27,M,Pitrufquén,ISAPRE,2025-06-14 06:56:05.011789,2025-06-21 06:56:05.011789,Alta voluntaria,María Patricia Araya Gatica,7.0,CAR-209,Cardiología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,26,15-29
4047,24.619.171-9,Valentina González,1948-02-21,F,Río Bueno,ISAPRE,2025-10-25 17:44:33.011789,2025-11-08 17:44:33.011789,Alta voluntaria,Isabel Espinosa,14.0,CAR-377,Cardiología,Básica,J18.9,"Neumonía, no especificada",Respiratorio,77,75+
4048,22.346.622-2,Marcos Suazo,2001-06-29,M,O'Higgins,FONASA,2026-01-14 02:23:43.011789,2026-01-25 02:23:43.011789,Alta voluntaria,Carlos Francisco Rodríguez Salinas,11.0,MED-244,Medicina Interna,Básica,K92.1,Melena,Digestivo,24,15-29
4049,8.282.049-3,Constanza Llanos,1943-05-06,F,Curacautín,NINGUNA,2025-12-28 08:48:38.011789,,En curso,Pablo Vásquez Sáez,,MED-070,Medicina Interna,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,82,75+
4050,11.296.722-2,Manuel Marín,1968-08-04,M,Pencahue,NINGUNA,2025-07-11 18:43:52.011789,2025-07-24 18:43:52.011789,Alta médica,Josefa Espinoza Jara,13.0,UCI-159,UCI,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,56,45-59
4051,21.626.484-3,Francesca Vega,1965-10-18,F,Rengo,FONASA,2026-01-09 05:40:35.011789,2026-01-25 05:40:35.011789,Fallecimiento,Sofía Córdova,16.0,MED-547,Medicina Interna,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,60,60-74
4052,14.542.227-2,Benjamín Troncoso,1981-08-01,M,Pucón,NINGUNA,2025-08-31 12:44:06.011789,,En curso,Ángela Amanda Moya Sandoval,,CIR-003,Cirugía,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,44,30-44
4053,20.438.290-5,Daniel Carvajal,1996-08-14,M,Tocopilla,NINGUNA,2026-01-05 22:37:25.011789,2026-01-19 22:37:25.011789,Alta médica,Silvia Barraza Mellado,14.0,NEU-178,Neurología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,29,15-29
4054,13.218.317-1,Alberto Rebolledo,1968-11-07,M,Quillón,FONASA,2025-05-29 11:15:13.011789,2025-06-08 11:15:13.011789,Alta médica,Ignacia María Hernández Araya,10.0,CAR-179,Cardiología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,56,45-59
4055,22.277.646-5,Ana Ramírez,1968-02-11,F,Curacaví,NINGUNA,2026-01-28 03:09:37.011789,2026-02-15 03:09:37.011789,Alta voluntaria,Yuliana Edith Acevedo Urra,18.0,CIR-059,Cirugía,Básica,G40.9,"Epilepsia, no especificada",Neurológico,58,45-59
4056,5.172.953-6,Carlos Muñoz,1963-10-19,M,Buin,NINGUNA,2025-07-05 18:54:05.011789,2025-07-11 18:54:05.011789,Alta médica,Silvia Barraza Mellado,6.0,CIR-307,Cirugía,Alta Complejidad,E86.0,Deshidratación,Metabólico,61,60-74
4057,7.945.768-K,Gabriela González,1995-02-26,F,Cabrero,NINGUNA,2026-01-24 10:28:14.011789,2026-02-11 10:28:14.011789,Fallecimiento,María Patricia Araya Gatica,18.0,CIR-433,Cirugía,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,30,30-44
4058,10.686.902-2,Brayan Castro,1985-11-12,M,Ercilla,FONASA,2025-11-17 04:35:13.011789,2025-12-07 04:35:13.011789,Alta voluntaria,Carlos Francisco Rodríguez Salinas,20.0,UCI-229,UCI,Básica,J18.9,"Neumonía, no especificada",Respiratorio,40,30-44
4059,20.054.264-9,Jesús Contreras,2005-08-23,M,Lo Espejo,FONASA,2025-12-04 18:33:22.011789,2025-12-22 18:33:22.011789,Fallecimiento,María Carrasco,18.0,MED-011,Medicina Interna,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,20,15-29
4060,22.494.371-7,Jaime Tapia,1983-02-11,M,Melipilla,ISAPRE,2025-03-24 11:47:13.011789,2025-04-02 11:47:13.011789,Traslado,Carlos Francisco Rodríguez Salinas,9.0,TRA-135,Traumatología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,42,30-44
4061,23.563.195-4,Samuel Rivera,2003-08-25,M,Parral,ISAPRE,2025-09-22 04:56:12.011789,2025-10-11 04:56:12.011789,Alta voluntaria,Carlos Francisco Rodríguez Salinas,19.0,CAR-124,Cardiología,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,22,15-29
4062,24.944.516-9,Marianela Vargas,1949-04-06,F,Ninhue,ISAPRE,2025-08-16 13:01:02.011789,2025-08-25 13:01:02.011789,Fallecimiento,Josefa Espinoza Jara,9.0,CAR-544,Cardiología,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,76,75+
4063,22.084.524-9,María Molina,1965-06-20,F,Calera De Tango,ISAPRE,2025-03-01 09:43:05.011789,2025-03-10 09:43:05.011789,Alta médica,Sofía Córdova,9.0,NEU-461,Neurología,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,59,45-59
4064,9.892.856-1,Evelyn Herrera,1969-12-21,F,Hijuelas,FONASA,2025-04-27 09:20:48.011789,2025-05-01 09:20:48.011789,Alta médica,Sofía Córdova,4.0,TRA-162,Traumatología,Media,J18.9,"Neumonía, no especificada",Respiratorio,55,45-59
